@relation 	/home/yyang/Data/sign
@attribute	Attribute-0	real
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	Attribute-6	real
@attribute	Attribute-7	real
@attribute	class { alive, all, answer  }

@data

0.023438,0.210938,0.046875,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.234375,0.046875,0.083333,0.75,0.75,0.75,0.25,answer

0.015625,0.226562,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.015625,0.226562,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.039062,0.234375,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.226562,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.226562,0,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.21875,-0.007812,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.203125,-0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.195312,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.179688,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.171875,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.171875,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.179688,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.195312,-0.03125,0.166667,0.75,0.75,0.75,0.25,answer

0.0625,0.179688,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.1875,-0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.1875,-0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.1875,-0.007812,0.166667,0.75,0.75,0.75,0.25,answer

0.039062,0.195312,-0.007812,0.166667,0.75,0.75,0.75,0.25,answer

0.039062,0.195312,0,0.166667,0.75,0.5,0.75,0.25,answer

0.0625,0.148438,0,0.083333,0.75,0.5,0.75,0.25,answer

0.078125,0.140625,0,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.085938,0,0,0.75,0.75,0.75,0.25,answer

0.070312,0.085938,0,0,0.75,0.75,0.75,0.25,answer

0.0625,0.039062,0,0,0.75,0.75,0.75,0.25,answer

0.054688,0,0,0,0.75,0.75,0.75,0.25,answer

0.0625,-0.015625,0,0,0.75,0.75,0.75,0.25,answer

0.078125,-0.015625,0,0,0.75,0.75,0.75,0.25,answer

0.0625,-0.023438,0,0,0.75,0.75,0.75,0.25,answer

0.039062,-0.046875,0,0,0.75,0.75,0.75,0.25,answer

0,0,0,0,0.75,0.5,0.75,0.25,answer

0.007812,0,0,0,0.75,0.5,0.75,0.25,answer

0.015625,0.007812,0,0,0.75,0.5,0.75,0.25,answer

0,0.015625,0,0,0.75,0.5,0.75,0.25,answer

0,0.015625,0,0,0.75,0.5,0.75,0.25,answer

0.140625,0.171875,0,0.25,0.75,0.5,0.75,0.25,answer

0.070312,0.117188,0,0.166667,0.75,0.5,0.75,0.25,answer

0.023438,0.054688,0.007812,0.083333,0.75,0.5,0.75,0.25,answer

0.023438,0.078125,0.007812,0.083333,0.75,0.5,0.75,0.25,answer

0.015625,0.078125,0.007812,0,0.75,0.75,0.75,0.25,answer

0.023438,0.078125,0.007812,0,0.75,0.75,0.75,0.25,answer

0.039062,0.117188,0.015625,0,0.75,0.75,0.75,0.25,answer

0.023438,0.125,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.039062,0.132812,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.125,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.046875,0.15625,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.179688,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.046875,0.210938,0.03125,0,0.75,0.75,0.75,0.25,answer

0.0625,0.21875,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.210938,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.210938,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.226562,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.210938,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.210938,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.195312,0.007812,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.1875,0,0.083333,0.75,0.75,0.75,0.25,answer

0.101562,0.15625,-0.007812,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.125,-0.023438,0.166667,0.75,0.75,0.75,0.25,answer

0.117188,0.078125,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.125,0.0625,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.0625,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.125,0.054688,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.132812,0.070312,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.15625,0.070312,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.140625,0.078125,-0.03125,0.166667,0.75,0.5,0.75,0.25,answer

0.117188,0.085938,-0.03125,0.166667,0.75,0.5,0.75,0.25,answer

0.125,0.085938,-0.023438,0.166667,0.75,0.5,0.75,0.25,answer

0.117188,0.078125,-0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.078125,-0.007812,0.083333,0.75,0.5,0.75,0.25,answer

0.085938,0.085938,-0.007812,0.083333,0.75,0.5,0.75,0.25,answer

0.09375,0.085938,0,0.083333,0.75,0.5,0.75,0.25,answer

0.085938,0.070312,0,0.083333,0.75,0.5,0.75,0.25,answer

0.117188,0.054688,0,0,0.75,0.5,0.75,0.25,answer

0.078125,0.03125,0,0,0.75,0.5,0.75,0.25,answer

0.09375,0.03125,0,0,0.75,0.5,0.75,0.25,answer

0.085938,0.007812,0,0,0.75,0.5,0.75,0.25,answer

0.070312,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

0.085938,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

0.109375,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

0.101562,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

0.09375,-0.023438,0,0,0.75,0.5,0.75,0.25,answer

0,0,0,0,0.75,0.5,0.75,0.25,answer

0,0,0,0,0.75,0.5,0.75,0.25,answer

-0.007812,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

0,0,0,0,0.75,0.5,0.75,0.25,answer

-0.015625,-0.007812,0,0,0.75,0.5,0.75,0.25,answer

-0.015625,0,0,0,0.75,0.5,0.75,0.25,answer

-0.015625,0.007812,0,0,0.75,0.5,0.75,0.25,answer

-0.015625,0.007812,0,0,0.75,0.5,0.75,0.25,answer

-0.03125,0,0,0,0.75,0.5,0.75,0.25,answer

0,0,0,0,0.75,0.5,0.75,0.25,answer

0.007812,0.023438,0.007812,0,0.75,0.5,0.75,0.25,answer

0.03125,0.023438,0.007812,0,0.75,0.75,0.75,0.25,answer

0.039062,0.046875,0.015625,0.166667,0.75,0.5,0.75,0.25,answer

0.03125,0.078125,0.015625,0.083333,0.75,0.5,0.75,0.25,answer

0.039062,0.125,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.125,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.148438,0.023438,0.166667,0.75,0.5,0.75,0.25,answer

0.007812,0.15625,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.015625,0.171875,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.195312,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0,0.179688,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.1875,0.007812,0.083333,0.75,0.75,0.75,0.25,answer

0,0.15625,0,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.164062,0,0.083333,0.75,0.75,0.75,0.25,answer

0.007812,0.140625,-0.007812,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.117188,-0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.101562,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.039062,0.078125,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.070312,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.085938,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.101562,-0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.109375,-0.039062,0.166667,0.75,0.5,0.75,0.25,answer

0.0625,0.078125,-0.039062,0.083333,0.75,0.5,0.75,0.25,answer

0.046875,0.109375,-0.039062,0.083333,0.75,0.5,0.75,0.25,answer

0.039062,0.132812,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.015625,0.148438,-0.03125,0,0.75,0.5,0.75,0.25,answer

0.03125,0.1875,-0.023438,0,0.75,0.5,0.75,0.25,answer

0.0625,0.1875,-0.023438,0.083333,0.75,0.5,0.75,0.25,answer

0.039062,0.179688,-0.023438,0,0.75,0.5,0.75,0.25,answer

0.023438,0.195312,-0.015625,0,0.75,0.5,0.75,0.25,answer

0.023438,0.164062,-0.015625,0,0.75,0.5,0.75,0.25,answer

0.015625,0.140625,-0.015625,0,0.75,0.5,0.75,0.25,answer

0.03125,0.140625,-0.015625,0,0.75,0.5,0.75,0.25,answer

0.03125,0.117188,-0.015625,0,0.75,0.5,0.75,0.25,answer

0.023438,0.09375,-0.007812,0,0.75,0.5,0.75,0.25,answer

0.023438,0.078125,-0.007812,0,0.75,0.5,0.75,0.25,answer

0.039062,0.0625,-0.007812,0,0.75,0.5,0.75,0.25,answer

0.03125,0.078125,-0.007812,0,0.75,0.5,0.75,0.25,answer

0.03125,0.039062,-0.007812,0,0.75,0.5,0.75,0.25,answer

0,0.015625,0,0,0.75,0.5,0.75,0.25,answer

0,0.015625,0,0,0.75,0.5,0.75,0.25,answer

-0.007812,0.039062,0,0,0.75,0.5,0.75,0.25,answer

-0.015625,0.039062,0,0,0.75,0.5,0.75,0.25,answer

-0.007812,0.046875,0,0,0.75,0.5,0.75,0.25,answer

0,0.078125,0.007812,0,0.75,0.5,0.75,0.25,answer

0,0.085938,0.007812,0,0.75,0.5,0.75,0.25,answer

0,0.101562,0.007812,0,0.75,0.5,0.75,0.25,answer

-0.007812,0.140625,0.015625,0,0.75,0.75,0.75,0.25,answer

0.023438,0.179688,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.179688,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.023438,0.1875,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.203125,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.210938,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.226562,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.046875,0.234375,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.046875,0.242188,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.039062,0.234375,0.039062,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.234375,0.03125,0.166667,0.75,0.75,0.75,0.25,answer

0.03125,0.234375,0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.226562,0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.21875,0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.03125,0.226562,0,0.083333,0.75,0.75,0.75,0.25,answer

0.0625,0.21875,0,0.083333,0.75,0.75,0.75,0.25,answer

0.054688,0.21875,-0.015625,0.083333,0.75,0.75,0.75,0.25,answer

0.085938,0.195312,-0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.1875,-0.023438,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.171875,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.164062,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.171875,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.078125,0.179688,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.09375,0.171875,-0.03125,0.083333,0.75,0.75,0.75,0.25,answer

0.070312,0.171875,-0.023438,0.083333,0.75,0.5,0.75,0.25,answer

0.078125,0.140625,-0.023438,0.083333,0.75,0.5,0.75,0.25,answer

0.078125,0.109375,-0.015625,0.083333,0.75,0.5,0.75,0.25,answer

0.070312,0.085938,-0.015625,0,0.75,0.5,0.75,0,answer

0.054688,0.054688,-0.015625,0,0.75,0.5,0.75,0,answer

0.078125,0.039062,-0.015625,0,0.75,0.5,0.75,0,answer

0.101562,0.007812,-0.007812,0,0.75,0.5,0.75,0,answer

0.078125,0.007812,-0.007812,0,0.75,0.5,0.75,0,answer

0.09375,-0.03125,0,0,0.75,0.5,0.75,0,answer

0.085938,-0.0625,0,0,0.75,0.5,0.75,0.25,answer

0.078125,-0.070312,0,0.916667,0.75,0.5,0.75,0.25,answer

0.101562,-0.078125,0,0,0.75,0.5,0.75,0.25,answer

0.101562,-0.078125,0,0,0.75,0.5,0.75,0.25,answer

0.101562,-0.070312,0,0,0.75,0.5,0.75,0,answer

0,-0.007812,0,0,0.25,0.5,0.75,0.25,answer

0,-0.007812,0,0,0.25,0.5,0.75,0.25,answer

0,-0.007812,0,0,0.25,0.5,0.75,0.25,answer

0.015625,-0.007812,0,0,0.25,0.5,0.75,0.25,answer

0,0,0,0,0.25,0.5,0.75,0.25,answer

0.015625,-0.015625,0,0,0.25,0.5,0.75,0.25,answer

0.015625,0,0,0.083333,0.25,0.75,0.75,0.25,answer

0.023438,0.039062,-0.007812,0.083333,0.25,0.75,0.75,0.25,answer

0.03125,0.09375,-0.007812,0.166667,0.25,0.75,0.75,0.25,answer

0.015625,0.164062,-0.015625,0.083333,0.25,0.75,0.75,0.25,answer

0,0.21875,-0.023438,0.083333,0.25,0.75,0.75,0.25,answer

0,0.296875,-0.023438,0.083333,0.25,0.75,0.75,0.25,answer

-0.023438,0.390625,-0.023438,0.083333,0.25,0.75,0.75,0.25,answer

-0.054688,0.476562,-0.023438,0.083333,0.25,0.75,0.75,0.25,answer

-0.09375,0.539062,-0.023438,0,0.25,0.75,0.75,0.25,answer

-0.117188,0.59375,-0.015625,0,0.25,0.75,0.75,0.25,answer

-0.132812,0.609375,-0.015625,0,0.25,0.75,0.75,0.25,answer

-0.132812,0.632812,-0.015625,0.083333,0.25,0.75,0.75,0.25,answer

-0.140625,0.679688,-0.015625,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.664062,-0.015625,0.083333,0.25,0.75,0.75,0.25,answer

-0.171875,0.695312,-0.03125,0.083333,0.25,0.75,0.75,0.25,answer

-0.171875,0.703125,-0.039062,0,0.25,0.75,0.75,0.25,answer

-0.171875,0.6875,-0.0625,0,0.25,0.75,0.75,0.25,answer

-0.164062,0.664062,-0.078125,0.083333,0.25,0.75,0.75,0.25,answer

-0.164062,0.632812,-0.09375,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.632812,-0.109375,0.083333,0.25,0.75,0.75,0.25,answer

-0.132812,0.617188,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.140625,0.601562,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.625,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.609375,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.546875,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.5625,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.148438,0.53125,-0.117188,0.083333,0.25,0.75,0.75,0.25,answer

-0.132812,0.507812,-0.109375,0.083333,0.25,0.5,0.75,0.25,answer

-0.132812,0.523438,-0.101562,0.083333,0.25,0.5,0.75,0.25,answer

-0.109375,0.492188,-0.09375,0.083333,0.25,0.5,0.75,0.25,answer

-0.09375,0.484375,-0.078125,0.083333,0.25,0.5,0.75,0.25,answer

-0.085938,0.46875,-0.0625,0.083333,0.25,0.75,0.75,0.25,answer

0,-0.0625,0.445312,-1,0,0,0,0.25,answer

-0.046875,0.398438,-0.039062,0,0.25,0.75,0.75,0.25,answer

-0.03125,0.359375,-0.023438,0,0.25,0.75,0.75,0.25,answer

-0.015625,0.328125,-0.015625,0,0.25,0.75,0.75,0.25,answer

0.007812,0.304688,-0.007812,0.083333,0.25,0.75,0.75,0.25,answer

0.023438,0.265625,-0.007812,0.083333,0.25,0.75,0.75,0.25,answer

0.015625,0.210938,0,0,0.25,0.75,0.75,0.25,answer

0.03125,0.15625,0,0.083333,0.25,0.75,0.75,0.25,answer

0.039062,0.109375,0,0.083333,0.25,0.75,0.75,0.5,answer

0.046875,0.078125,0,0.083333,0.25,0.75,0.75,0.25,answer

0.046875,0.0625,0,0.083333,0.25,0.75,0.75,0.25,answer

0.039062,0.046875,0,0.083333,0.25,0.75,0.75,0.25,answer

0.03125,0.039062,0,0.083333,0.25,0.75,0.75,0.25,answer

0.015625,0.046875,0,0.083333,0.25,0.75,0.75,0.25,answer

0.03125,0.03125,0,0.083333,0.25,0.75,0.75,0.25,answer

0.03125,0.03125,0,0.083333,0.25,0.75,0.75,0.25,answer

0.03125,0.03125,0,0.083333,0.25,0.75,0.75,0.25,answer

0.023438,0.015625,0,0,0.25,0.75,0.75,0.25,answer

0.039062,0.023438,0,0.083333,0.25,0.75,0.75,0.25,answer

0.039062,0.015625,0,0.083333,0.25,0.75,0.75,0.25,answer

0,0,0,0,0.25,0.75,0.75,0,answer

0,0,0,0,0.25,0.75,0.75,0,answer

0.007812,0,0,0,0.25,0.75,0.75,0,answer

0.015625,0,0,0,0.25,0.75,0.75,0,answer

0.046875,0.007812,0,0.083333,0.25,0.75,0.75,0,answer

0.023438,0.015625,0,0,0.25,0.75,0.75,0,answer

0.03125,0.046875,0,0.083333,0.25,0.75,0.75,0,answer

0.015625,0.085938,-0.007812,0.083333,0.25,0.75,0.75,0,answer

0.007812,0.148438,-0.015625,0.083333,0.25,0.75,0.75,0,answer

0,0.203125,-0.015625,0,0.25,0.5,0.75,0,answer

0.023438,0.265625,-0.023438,0.083333,0.25,0.5,0.75,0,answer

0.015625,0.335938,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.03125,0.40625,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.023438,0.476562,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.078125,0.546875,-0.023438,0,0.25,0.75,0.75,0,answer

-0.085938,0.578125,-0.023438,0,0.25,0.75,0.75,0,answer

-0.125,0.609375,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.140625,0.640625,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.148438,0.671875,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.148438,0.6875,-0.03125,0.083333,0.25,0.75,0.75,0,answer

-0.15625,0.703125,-0.039062,0,0.25,0.75,0.75,0,answer

-0.148438,0.703125,-0.046875,0,0.25,0.75,0.75,0,answer

-0.140625,0.6875,-0.070312,0.083333,0.25,0.75,0.75,0,answer

-0.140625,0.648438,-0.085938,0.083333,0.25,0.75,0.75,0,answer

-0.117188,0.632812,-0.101562,0.083333,0.25,0.75,0.75,0,answer

-0.117188,0.617188,-0.109375,0.083333,0.25,0.75,0.75,0,answer

-0.117188,0.601562,-0.117188,0.083333,0.25,0.75,0.75,0,answer

-0.117188,0.59375,-0.125,0.083333,0.25,0.75,0.75,0,answer

-0.101562,0.578125,-0.125,0.083333,0.25,0.75,0.75,0,answer

-0.117188,0.585938,-0.125,0.083333,0.25,0.75,0.75,0,answer

-0.109375,0.609375,-0.125,0.083333,0.25,0.5,0.75,0,answer

-0.109375,0.59375,-0.117188,0.083333,0.25,0.5,0.75,0,answer

-0.101562,0.578125,-0.109375,0.083333,0.25,0.5,0.75,0,answer

-0.09375,0.578125,-0.101562,0.083333,0.25,0.5,0.75,0,answer

-0.09375,0.5625,-0.09375,0.083333,0.25,0.5,0.75,0,answer

-0.078125,0.523438,-0.085938,0.083333,0.25,0.5,0.75,0,answer

-0.054688,0.507812,-0.078125,0.083333,0.25,0.5,0.75,0,answer

-0.054688,0.46875,-0.0625,0.083333,0.25,0.5,0.75,0,answer

-0.023438,0.421875,-0.054688,0.083333,0.25,0.5,0.75,0,answer

-0.007812,0.367188,-0.046875,0,0.25,0.5,0.75,0,answer

0.007812,0.296875,-0.039062,0.083333,0.25,0.5,0.75,0,answer

0.023438,0.242188,-0.023438,0,0.25,0.5,0.75,0,answer

0.039062,0.179688,-0.015625,0.083333,0.25,0.5,0.75,0,answer

0.046875,0.132812,-0.007812,0.083333,0.25,0.5,0.75,0,answer

0.0625,0.085938,0,0.083333,0.25,0.5,0.75,0,answer

0.046875,0.046875,0,0.083333,0.25,0.5,0.75,0,answer

0.007812,0.015625,0,0,0.25,0.5,0.75,0,answer

0,0.023438,0,0.083333,0.25,0.5,0.75,0,answer

0.023438,0.023438,0,0.083333,0.25,0.5,0.75,0,answer

0.039062,0.007812,0,0.083333,0.25,0.5,0.75,0,answer

0.054688,0.015625,0,0.083333,0.25,0.5,0.75,0,answer

0.007812,0.039062,0.023438,0,0,0,0,0.25,answer

0.0625,0.015625,0,0.083333,0.25,0.5,0.75,0,answer

-0.03125,-0.039062,0,0.166667,0.25,0.5,0.75,0,answer

-0.070312,-0.078125,0,0.083333,0.25,0.25,0.75,0,answer

-0.070312,-0.085938,0,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.09375,0,0.083333,0.25,0.25,0.5,0,answer

-0.046875,-0.070312,0,0.083333,0.25,0.25,0.5,0,answer

-0.070312,-0.09375,0,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.09375,0,0.083333,0.25,0.5,0.5,0,answer

-0.070312,-0.054688,0,0.083333,0.25,0.5,0.5,0,answer

-0.078125,-0.007812,-0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.0625,0.039062,-0.015625,0.166667,0.25,0.5,0.5,0,answer

-0.132812,0.273438,-0.023438,0.083333,0.25,0.5,0.5,0,answer

-0.1875,0.46875,-0.015625,0.083333,0.25,0.5,0.5,0,answer

-0.210938,0.507812,-0.015625,0.083333,0.25,0.5,0.5,0,answer

-0.25,0.554688,-0.015625,0.083333,0.25,0.5,0.5,0,answer

-0.265625,0.5625,-0.023438,0,0.25,0.5,0.5,0,answer

-0.28125,0.601562,-0.03125,0.083333,0.25,0.5,0.5,0,answer

-0.265625,0.609375,-0.039062,0,0.25,0.5,0.5,0,answer

-0.265625,0.609375,-0.078125,0,0.25,0.5,0.5,0,answer

-0.257812,0.585938,-0.101562,0.083333,0.25,0.5,0.5,0,answer

-0.265625,0.585938,-0.109375,0.083333,0.25,0.5,0.5,0,answer

-0.125,0.695312,-0.125,0.166667,0.25,0.5,0.5,0,answer

-0.1875,0.617188,-0.125,0.25,0.25,0.5,0.5,0,answer

-0.210938,0.585938,-0.125,0.166667,0.25,0.5,0.5,0,answer

-0.234375,0.5625,-0.125,0.166667,0.25,0.5,0.5,0,answer

-0.25,0.546875,-0.125,0.083333,0.25,0.5,0.5,0,answer

-0.265625,0.484375,-0.117188,0.083333,0.25,0.5,0.5,0,answer

-0.25,0.484375,-0.109375,0.083333,0.25,0.5,0.5,0,answer

-0.210938,0.453125,-0.101562,0.083333,0.25,0.5,0.5,0,answer

-0.210938,0.390625,-0.085938,0.083333,0.25,0.5,0.5,0,answer

-0.195312,0.34375,-0.070312,0.083333,0.25,0.25,0.5,0,answer

-0.164062,0.289062,-0.0625,0.083333,0.25,0.25,0.5,0,answer

-0.132812,0.25,-0.046875,0.083333,0.25,0.25,0.5,0,answer

-0.117188,0.171875,-0.03125,0.083333,0.25,0.25,0.5,0,answer

-0.09375,0.15625,-0.015625,0.083333,0.25,0.5,0.5,0,answer

-0.09375,0.109375,-0.007812,0.083333,0.25,0.5,0.5,0,answer

-0.0625,0.0625,0,0.083333,0.25,0.5,0.5,0,answer

-0.054688,0.03125,0,0.083333,0.25,0.5,0.5,0,answer

-0.070312,0,0.007812,0.083333,0.25,0.25,0.75,0,answer

-0.070312,0,0.007812,0.083333,0.25,0.25,0.75,0,answer

-0.070312,-0.015625,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.015625,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.023438,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.09375,-0.023438,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.039062,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.046875,0.007812,0.083333,0.25,0.25,0.5,0,answer

-0.078125,-0.046875,0.007812,0.083333,0.25,0.25,0.5,0,answer

0,0,0,0.083333,0.25,0.25,0.5,0,answer

0,0,0,0.083333,0.25,0.25,0.5,0,answer

0,0,0,0.083333,0.25,0.25,0.5,0,answer

0,-0.015625,0,0,0.25,0.25,0.5,0,answer

0,-0.03125,0,0.083333,0.25,0.25,0.5,0,answer

0.023438,-0.023438,0,0.083333,0.25,0.5,0.5,0,answer

0.03125,-0.007812,-0.007812,0.083333,0.25,0.5,0.5,0,answer

0.03125,0.015625,-0.007812,0.083333,0.25,0.5,0.5,0,answer

0.054688,0.085938,-0.015625,0,0.25,0.5,0.5,0,answer

0.078125,0.179688,-0.023438,0,0.25,0.75,0.5,0,answer

0.0625,0.25,-0.03125,0,0.25,0.75,0.5,0,answer

0.046875,0.34375,-0.039062,0,0.25,0.75,0.5,0,answer

0.023438,0.4375,-0.039062,0,0.25,0.75,0.5,0,answer

-0.039062,0.523438,-0.039062,0,0.25,0.75,0.75,0,answer

-0.0625,0.601562,-0.03125,0.083333,0.25,0.75,0.75,0,answer

-0.085938,0.648438,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.101562,0.726562,-0.023438,0.083333,0.25,0.75,0.75,0,answer

-0.132812,0.78125,-0.015625,0.083333,0.25,0.75,0.75,0,answer

-0.15625,0.796875,-0.007812,0.083333,0.25,0.75,0.75,0,answer

-0.179688,0.8125,-0.007812,0.083333,0.25,0.75,0.75,0,answer

-0.171875,0.78125,-0.007812,0.083333,0.25,0.75,0.75,0,answer

-0.210938,0.804688,-0.007812,0.083333,0.25,0.75,0.75,0,answer

-0.203125,0.835938,-0.007812,0.083333,0.25,0.75,0.5,0,answer

-0.210938,0.84375,-0.015625,0,0.25,0.75,0.5,0,answer

-0.210938,0.867188,-0.03125,0,0.25,0.75,0.5,0,answer

-0.210938,0.882812,-0.054688,0,0.25,0.75,0.5,0,answer

-0.203125,0.867188,-0.078125,0,0.25,0.75,0.5,0,answer

-0.171875,0.835938,-0.09375,0.083333,0.25,0.75,0.5,0,answer

-0.195312,0.820312,-0.109375,0.083333,0.25,0.75,0.5,0,answer

-0.1875,0.804688,-0.117188,0.083333,0.25,0.75,0.5,0,answer

-0.179688,0.789062,-0.117188,0.083333,0.25,0.5,0.5,0,answer

