@relation 	/home/yyang/Data/syncon
@attribute	Attribute-0	real
@attribute	Attribute-1	real
@attribute	Attribute-2	real
@attribute	Attribute-3	real
@attribute	Attribute-4	real
@attribute	Attribute-5	real
@attribute	Attribute-6	real
@attribute	Attribute-7	real
@attribute	Attribute-8	real
@attribute	Attribute-9	real
@attribute	Attribute-10	real
@attribute	Attribute-11	real
@attribute	Attribute-12	real
@attribute	Attribute-13	real
@attribute	Attribute-14	real
@attribute	Attribute-15	real
@attribute	Attribute-16	real
@attribute	Attribute-17	real
@attribute	Attribute-18	real
@attribute	Attribute-19	real
@attribute	Attribute-20	real
@attribute	Attribute-21	real
@attribute	Attribute-22	real
@attribute	Attribute-23	real
@attribute	Attribute-24	real
@attribute	Attribute-25	real
@attribute	Attribute-26	real
@attribute	Attribute-27	real
@attribute	Attribute-28	real
@attribute	Attribute-29	real
@attribute	Attribute-30	real
@attribute	Attribute-31	real
@attribute	Attribute-32	real
@attribute	Attribute-33	real
@attribute	Attribute-34	real
@attribute	Attribute-35	real
@attribute	Attribute-36	real
@attribute	Attribute-37	real
@attribute	Attribute-38	real
@attribute	Attribute-39	real
@attribute	Attribute-40	real
@attribute	Attribute-41	real
@attribute	Attribute-42	real
@attribute	Attribute-43	real
@attribute	Attribute-44	real
@attribute	Attribute-45	real
@attribute	Attribute-46	real
@attribute	Attribute-47	real
@attribute	Attribute-48	real
@attribute	Attribute-49	real
@attribute	Attribute-50	real
@attribute	Attribute-51	real
@attribute	Attribute-52	real
@attribute	Attribute-53	real
@attribute	Attribute-54	real
@attribute	Attribute-55	real
@attribute	Attribute-56	real
@attribute	Attribute-57	real
@attribute	Attribute-58	real
@attribute	Attribute-59	real
@attribute	class { normal, cyclic, increasing, decreasing, upward, downward  }

@data

29.6376,25.1340,30.6742,25.3631,27.1261,35.1528,28.6288,33.6002,26.5015,30.0312,25.6147,35.38380,25.5596,35.6357,24.6478,26.4901,28.5164,34.6005,25.7994,24.4072,32.0792,27.66670,24.17190,33.80110,34.29060,36.63960,42.27020,44.78020,44.86940,34.85310,36.77440,40.83810,36.31610,41.76820,35.15170,39.50100,37.81400,36.00180,34.57840,39.58690,39.75290,43.73280,42.67970,42.50490,43.27270,39.43380,39.92180,40.23290,37.660100,45.260800,43.933000,34.440000,40.7576000,41.4186000,42.9881000,38.990900,44.8213000,39.8400000,41.1998000,36.1270000,upward

32.8786,33.1974,28.4140,29.2795,27.7177,33.2414,32.4101,35.1984,33.8183,35.5182,24.3147,26.26760,30.6511,30.3870,24.1219,35.4587,31.5038,32.4457,35.2388,25.2720,32.1714,25.38150,30.93090,32.17980,24.35000,25.58380,29.72460,32.17250,27.47500,30.23800,36.02350,30.16270,26.57930,45.83530,40.36190,42.72090,49.68890,40.98030,42.00810,49.67640,49.66280,49.63090,41.78520,47.44770,46.73310,45.92860,45.92270,44.87350,46.115500,45.373300,40.829700,50.181300,42.5487000,47.6082000,45.9135000,40.386100,41.3949000,40.8062000,41.7625000,39.8614000,upward

28.2667,25.6650,29.5560,34.0361,25.0818,30.0679,27.7827,29.1411,34.2418,31.4065,32.9418,24.14250,24.1234,33.9087,33.5304,31.9576,26.7670,35.9126,33.9296,35.2399,28.6013,28.29170,24.53170,35.39370,29.46200,29.47670,34.61340,33.83190,28.12310,28.08530,29.18070,24.07090,35.48920,35.10180,30.70690,31.13030,30.08850,32.38330,44.01560,33.71180,38.78930,41.02900,35.63680,37.01530,43.54480,39.00640,40.81420,36.96460,43.054600,37.347600,34.236200,33.850200,40.7804000,42.7601000,34.7554000,40.706600,35.5075000,35.4627000,33.6115000,41.4484000,upward

24.7892,25.4748,25.4138,25.9492,34.3479,24.1630,25.0234,35.4191,31.1747,24.1781,35.3706,27.56020,26.6807,33.5275,32.0616,34.5524,29.2927,30.9059,24.9640,26.4912,27.3428,24.55560,27.52270,35.03420,28.75660,24.94850,31.92610,30.86150,33.08170,27.92340,25.09210,41.99080,48.35990,41.06990,40.66630,39.08060,38.47290,43.50340,39.39720,47.19360,42.32360,40.66520,42.76020,49.76200,41.13380,47.64710,38.95250,47.95850,43.850100,42.343000,50.023400,42.269900,47.6526000,43.2982000,44.2177000,50.291500,46.2491000,44.2254000,49.7120000,49.8056000,upward

33.0887,28.7008,27.2363,35.2744,30.7043,32.7332,35.1503,27.8569,27.6035,35.2035,32.1831,35.48550,32.5301,33.4607,33.7655,31.5464,24.1807,27.8466,31.0293,24.0591,28.2304,26.77250,25.20960,32.19080,32.87280,30.85710,28.60530,30.73260,24.52700,29.59020,27.95750,31.38260,34.28580,41.09650,47.61430,45.62320,46.68300,41.26980,48.95350,43.19660,39.71690,49.08760,39.66430,43.63730,39.38420,50.34020,49.54950,50.16350,40.922400,50.649000,45.628000,47.620900,41.0109000,43.8811000,40.4296000,46.113800,40.7418000,46.8637000,49.5194000,47.4821000,upward

35.4011,28.1367,26.8173,27.9553,26.8617,35.5832,34.1018,27.9917,25.8761,27.2785,26.1717,25.30840,31.1130,26.0480,28.4698,28.8253,30.8123,28.1867,30.6812,31.4880,33.7805,26.29400,28.03570,34.00120,42.73040,43.54530,35.22190,38.95210,33.63840,43.03410,43.33590,32.68330,41.20940,33.37000,34.99350,31.92060,40.88840,41.42860,39.84590,32.01750,40.37100,32.78060,32.77210,42.32680,35.15280,40.52010,42.25300,33.32260,36.307700,41.327300,42.363900,39.517600,39.9987000,42.4175000,42.3948000,42.518100,42.8920000,42.8207000,36.0466000,34.6931000,upward

35.9695,24.4447,29.3614,29.2175,34.4507,32.9682,35.2520,27.7412,31.5882,35.8142,30.5215,34.67320,32.1262,31.7039,34.2866,25.0308,31.9554,35.4874,24.5189,27.4210,36.5746,42.05170,35.53250,43.39870,42.85850,41.43070,42.98300,40.02830,33.18190,42.42000,37.39210,36.11780,36.20010,43.17250,42.68330,43.12140,38.61270,38.44670,35.52620,37.61640,35.95990,43.20440,44.51060,44.32330,37.75190,36.60550,42.90110,44.20400,43.857000,40.366200,39.963000,44.934400,39.1518000,34.0349000,35.8090000,43.383600,35.3834000,41.4822000,40.1980000,36.9095000,upward

27.8698,32.7655,35.6860,26.5048,24.4418,25.5298,24.5200,29.8498,33.9109,31.1373,25.1604,26.14090,30.9654,32.2022,26.7832,26.2107,29.9761,31.5181,33.7049,33.1651,27.5999,27.20470,33.14670,26.28670,28.50980,27.26900,25.25330,34.92550,29.78630,31.75710,30.00880,29.00480,26.01130,24.98930,27.80920,32.63190,44.50980,39.95810,38.66070,44.58250,46.92870,39.34010,46.85300,42.56870,41.05060,45.75060,45.80200,37.64170,48.979600,39.537300,44.743300,48.986200,46.9613000,44.7044000,47.2507000,37.662600,37.9310000,39.1274000,45.3426000,40.0987000,upward

28.0556,35.4312,34.5513,31.9173,30.6514,34.6395,25.8350,25.5585,31.7381,34.7933,34.4254,35.07830,34.8664,35.0952,27.1383,32.1111,33.5734,34.7985,24.5042,26.5437,30.4502,31.65840,34.72020,39.02920,42.88350,42.30880,36.13950,33.19990,43.20560,36.64780,43.25840,41.08300,41.19030,34.78230,33.97440,36.88830,43.05170,33.00090,40.81570,33.33070,34.71660,43.42080,39.51540,36.87210,33.37330,43.13290,42.91910,38.24080,33.188600,36.271400,36.609900,32.585200,42.6118000,33.8499000,40.9013000,33.542200,31.6451000,38.9811000,36.3558000,39.4757000,upward

29.9625,28.9806,26.8434,31.4340,32.2158,25.1244,34.1444,33.0784,32.7193,31.7707,24.6353,33.90870,30.3316,34.8866,26.6047,32.6175,24.9856,28.5939,33.8136,29.2883,30.2089,33.25650,24.94190,34.75110,34.52890,36.99080,39.09930,38.89550,44.70790,43.24820,43.33160,39.37110,45.99650,36.90120,40.79260,42.37350,42.30370,45.59880,41.32840,34.79700,41.69380,36.62100,42.32500,44.01970,41.80500,36.45060,44.53270,37.78620,42.911500,38.936300,40.274100,39.297300,41.0787000,45.3799000,39.0935000,45.755600,45.4119000,44.3840000,45.4835000,42.5365000,upward

30.9790,27.4280,35.4591,28.5326,24.0577,28.4918,25.6808,34.0317,29.3610,24.1014,26.2220,28.58470,25.8915,31.3558,33.2168,31.9026,32.4549,30.7646,24.4374,33.8958,26.8687,35.65040,29.34630,32.69100,25.94550,28.17750,33.72360,27.45220,24.30260,30.11860,33.59880,32.56650,25.50780,28.96520,29.79220,29.33530,32.07630,27.49450,25.11740,39.93340,45.20150,43.56740,42.02910,35.97250,37.75830,40.23120,43.04260,41.13970,41.937700,40.309400,42.680900,37.740300,44.0826000,38.3147000,34.3333000,36.613700,44.6793000,36.0625000,44.8497000,34.7945000,upward

32.8617,35.7793,31.8504,25.3539,32.9183,35.7459,35.6089,27.0046,25.7806,26.1369,29.5799,28.03760,29.5869,30.5016,28.1029,25.2779,24.5850,33.4820,30.3492,35.5762,31.4391,30.17810,30.15420,25.70540,34.25500,35.96330,40.61070,44.18670,49.41770,49.48310,45.74150,50.72350,50.99930,45.11240,46.38260,48.07110,43.21020,49.18200,51.00850,46.70030,49.40560,49.94210,46.27140,45.92910,43.38690,48.27310,52.09910,44.61850,51.184800,48.650200,42.006100,47.096900,50.5616000,43.2686000,52.3837000,43.630300,43.1328000,43.8558000,40.4403000,47.0411000,upward

26.7435,28.0269,34.5234,26.8544,24.1954,25.6382,32.7982,31.2787,35.2924,33.3880,25.3007,35.11720,30.0305,35.1341,35.9747,33.9722,29.8836,31.8680,28.0548,28.9314,28.3016,44.47240,43.31640,39.11540,40.43080,34.85200,36.62020,33.53630,37.83610,40.67910,36.41010,44.42180,40.89980,37.72370,35.33420,39.14560,40.80830,41.60010,37.08330,41.53950,35.82520,34.74880,36.29480,43.28040,33.90940,38.30460,45.10300,40.05080,42.005100,43.451200,35.862200,42.431100,34.8619000,40.2817000,36.5592000,37.841600,34.6188000,39.2583000,43.8761000,42.2834000,upward

29.1260,28.2653,32.4141,35.2380,35.3552,32.5456,32.5742,26.7993,27.5077,25.8706,26.9859,36.00840,35.0750,28.4702,31.9580,29.6203,32.5301,29.4312,35.8630,25.2037,25.1310,41.32580,44.02850,50.92420,41.41350,42.33310,50.51250,46.40880,48.24460,48.02390,45.06590,46.13230,44.14200,46.95010,40.60570,45.54290,42.43700,42.20340,49.01310,47.80650,43.55550,44.85030,42.17220,43.80710,48.38740,41.34560,51.22860,46.79150,40.090800,43.606900,41.940500,40.640900,44.5121000,47.6397000,40.3042000,43.705700,48.4873000,45.4893000,50.0711000,50.9197000,upward

28.0805,28.3787,24.3948,24.2703,34.6633,34.0067,33.4063,34.6395,27.3975,33.3740,27.5051,24.24640,32.6172,29.2490,35.8553,27.8407,30.5920,25.8097,24.4469,25.3628,32.6219,33.51060,27.39970,24.84900,26.35500,24.05360,30.85780,33.20800,28.86310,31.37850,32.51580,29.55900,35.76610,35.04670,31.97820,36.27980,44.28220,37.03550,36.57210,38.38650,43.72220,37.44060,39.29980,42.08660,46.15950,46.50680,44.68320,44.03140,35.607400,39.884800,35.858200,45.674700,40.7991000,42.6621000,42.9029000,43.864000,44.5955000,35.6401000,40.4576000,44.6715000,upward

25.4781,24.1241,24.3562,29.2685,33.3975,31.8119,24.5835,26.9884,32.7428,32.9715,33.2249,31.84820,25.1997,25.1130,31.9977,25.5427,26.4431,24.7917,27.1772,31.9984,48.4216,37.68780,38.24270,44.31910,41.85140,47.46580,37.88800,45.14640,44.70910,45.08100,44.07740,48.86050,40.91900,40.43720,39.79970,38.31980,39.74680,41.95890,41.52420,49.45830,44.37340,38.06460,47.99710,43.62360,39.29370,42.49110,38.13330,41.74930,46.551800,41.401900,46.957900,48.448500,42.1176000,47.2234000,41.7136000,46.159600,47.1397000,48.9952000,48.2351000,44.6929000,upward

31.6995,31.7017,33.4405,32.1960,26.4747,34.5348,35.7580,27.7871,35.3831,34.8884,31.4138,33.39310,32.5008,26.7582,31.0495,33.1944,35.0217,31.3047,35.7227,28.9354,28.9766,26.39940,33.19000,34.53150,46.22390,44.64080,38.85710,41.54960,41.74120,45.26030,37.99630,45.29780,38.58720,43.82520,46.90950,40.85850,45.09910,44.91770,41.27890,42.64610,43.23510,45.11270,41.58550,36.81870,46.04320,36.55280,43.72310,40.51510,41.782000,37.711700,36.506200,44.831000,46.1718000,40.4240000,41.7581000,46.465500,45.0580000,45.0213000,46.5041000,42.0677000,upward

28.5458,34.6552,30.6474,26.6370,24.0360,29.2880,34.1768,32.9194,29.1499,31.2093,34.0890,24.26370,33.4856,35.7404,25.7182,28.6556,25.4303,35.1653,33.5341,34.9027,26.3957,31.83500,34.52960,38.67000,39.64860,43.98180,41.24900,36.73840,40.14070,42.64290,44.03290,34.55490,44.85170,44.20510,33.92810,40.34600,42.87900,34.02650,34.46830,38.67810,41.37640,41.91000,37.09530,35.27540,40.89530,43.10450,34.94200,35.40210,41.585300,43.487500,33.505800,43.414800,34.0019000,42.4700000,43.1159000,44.762100,42.5783000,42.4564000,40.0173000,33.9787000,upward

24.0118,28.5770,29.8840,31.2416,34.9487,31.9286,24.6452,29.5245,29.1550,31.2151,29.2957,31.00880,29.8428,27.8518,24.9742,33.8319,31.4204,30.0441,30.8336,35.7492,25.3962,30.71860,27.34680,31.06930,35.14990,31.07450,31.55700,33.08790,26.06300,46.64050,43.05710,49.88670,50.57820,46.95480,50.97400,51.85020,51.33320,50.16170,44.98580,46.90850,50.57410,51.26930,44.53890,53.55700,45.09120,53.49530,53.19530,51.55200,46.079700,45.517900,44.149200,44.909400,48.0756000,42.0183000,44.6670000,44.740500,45.8620000,52.5200000,50.5822000,44.4911000,upward

31.7502,24.3823,28.5432,31.8552,34.4834,31.6760,34.9439,28.4224,32.5654,28.9806,35.2167,30.19720,33.8687,34.1661,25.7711,24.2431,34.0115,27.5033,26.0348,29.4426,43.8283,49.84620,42.71190,47.37820,41.53720,46.42710,52.19090,44.05080,40.23390,48.49270,50.32620,40.24530,44.99750,50.42570,43.16360,44.22230,42.09640,42.21540,51.90670,48.94730,45.35510,46.34370,51.88840,42.19740,43.26900,43.29800,41.11120,49.12470,41.281600,44.792200,50.713200,48.215100,50.6853000,50.3508000,48.0990000,40.785100,50.0993000,50.0684000,50.4856000,42.7567000,upward

34.4507,34.0372,25.6418,25.2067,32.3223,32.2209,27.2319,33.1621,26.9906,27.0461,27.0435,29.74850,34.0537,24.6246,34.5256,29.6115,31.0161,34.1426,34.5811,34.6398,28.1044,31.38740,26.29400,33.60210,34.76390,30.68630,25.20560,26.90910,35.01000,34.00640,25.00100,28.74080,30.67970,29.04820,28.78560,28.86970,40.47140,49.08160,40.85080,50.24790,45.68190,49.27480,48.94500,48.10010,45.81270,43.96370,42.90060,49.83850,47.974800,44.513100,40.946600,42.354900,44.9636000,49.6740000,49.2304000,42.112900,45.1142000,47.7740000,44.7275000,45.6434000,upward

25.5350,29.2788,26.5951,24.8351,30.0958,24.5192,34.3383,32.7064,35.1334,26.8860,25.4950,32.71230,29.4437,27.9028,25.4079,27.3061,28.9402,24.3250,24.6368,24.1072,30.7484,31.01020,26.09020,34.39710,31.25110,34.30270,40.00600,39.68390,35.79580,34.75330,43.49380,43.81260,43.67670,34.94240,42.42820,40.06550,40.89650,45.51240,39.30900,38.31680,35.95890,40.88470,44.88380,41.84060,38.83750,46.07060,41.93940,43.12920,38.924200,41.877700,42.558500,40.133400,42.0404000,41.8920000,39.1746000,34.198400,42.0437000,40.7867000,40.8168000,37.1365000,upward

32.9495,26.6194,29.0166,31.0796,28.4496,33.9766,29.6251,32.6844,27.5635,30.3261,31.0429,34.11760,26.8147,32.2830,31.0462,25.5353,27.0696,33.0009,32.8349,31.3036,27.8092,26.87460,32.59590,34.50030,26.50190,30.97530,28.89910,28.44590,33.98210,34.40480,31.74280,33.18890,26.48900,29.36650,31.00690,29.19910,25.76930,31.07410,45.27190,42.01650,46.14120,46.50140,37.83500,36.85560,35.29570,39.03320,43.87170,43.80640,35.452900,35.911500,36.489200,45.904700,35.4650000,46.1176000,44.0719000,38.682900,41.3159000,43.8824000,41.0427000,40.5231000,upward

35.0665,24.1087,27.9304,27.4214,26.1324,26.5022,29.6030,32.5312,26.7909,29.9842,35.0540,28.11250,29.9317,34.0108,33.3237,30.6702,29.1484,30.7543,26.7479,30.4513,31.8501,33.46070,31.62570,33.06810,32.15630,32.91240,29.83330,31.67420,35.71320,26.77210,46.47510,53.18490,49.78520,51.71600,47.24480,48.93470,48.17240,51.91510,47.33660,50.18770,53.10630,55.42830,53.22530,45.86880,54.71700,46.68000,48.65820,51.06460,54.612700,54.715900,55.461000,52.453100,50.6023000,50.1337000,47.1530000,46.356100,44.3742000,49.8957000,45.1487000,46.4472000,upward

27.6766,32.6936,30.8854,28.7287,27.6906,29.7734,31.1013,33.0556,25.6602,33.6832,30.1719,26.78240,25.7164,35.1135,28.7202,35.8010,29.3452,26.7696,27.0644,33.6186,30.2009,26.44940,37.33870,39.42380,40.85890,34.95690,35.14240,39.76130,38.22410,36.66010,33.71570,41.66860,37.67070,40.69990,33.00000,38.20570,39.24860,43.05560,38.62510,37.80100,31.96890,39.82480,34.52510,33.59270,39.14690,43.11290,33.03970,41.14200,42.874500,38.376800,35.920100,42.437600,33.1693000,37.0269000,34.4671000,41.141600,36.2789000,35.1336000,38.6431000,42.9300000,upward

27.1019,25.8456,31.3510,32.4152,34.4551,25.2298,30.4671,26.9304,28.0585,26.1332,30.2758,32.56760,30.2963,27.4276,34.6391,30.2949,30.3474,30.6757,29.2869,25.4924,53.2196,49.29880,44.23190,52.89970,55.11330,52.27840,54.74060,43.33590,53.75900,50.98870,48.27430,52.59050,47.52040,43.88230,54.86070,52.79580,47.66830,51.70110,47.16010,51.40660,44.95720,44.77130,51.77610,53.57620,51.80650,52.60850,50.58000,52.85020,47.491300,47.078600,43.937400,53.566300,44.8095000,50.7309000,52.1032000,50.125800,45.4746000,49.5265000,53.6522000,50.7570000,upward

27.2392,27.7724,34.5241,32.3587,29.6328,32.6164,35.5531,32.2492,28.4808,30.1968,31.2236,35.27730,27.0218,30.3360,35.7422,30.2508,30.7293,34.7382,31.7333,27.8709,29.5054,25.73470,29.57510,34.63250,29.34560,35.24060,30.50020,26.65830,24.04960,32.57970,27.69200,26.11630,32.19630,25.63890,29.22260,27.90650,49.24040,49.22240,51.94170,55.14790,43.60800,53.66690,49.76180,46.67680,46.67210,48.93490,45.80580,55.11550,48.871700,52.505000,51.335000,54.134700,52.6776000,51.8704000,52.9691000,50.063000,50.2961000,54.8838000,43.6561000,44.6266000,upward

27.0784,35.7051,35.2744,32.3616,35.8245,28.7540,35.4242,30.6882,29.9721,26.3083,32.0024,32.82800,24.7322,35.8810,29.5531,34.1569,25.0062,27.5672,25.0088,27.4089,35.8160,30.60630,32.37440,32.40860,51.94830,48.11600,47.70430,48.70240,52.02940,48.36680,42.76850,48.06860,51.86420,43.80330,45.24170,45.18110,50.05450,47.20600,45.17860,50.87080,53.07970,48.56690,50.32950,42.52470,48.64180,42.41050,41.77850,44.53560,42.583100,44.895100,44.478600,44.541400,46.9423000,52.9298000,46.8366000,49.667500,45.0970000,47.9749000,50.9891000,51.5094000,upward

30.9214,30.4733,24.9228,30.6632,26.6403,27.6402,26.4196,28.7801,31.5449,30.0382,31.5552,26.04470,33.2521,34.0949,34.8363,33.4203,33.4750,33.1482,30.7315,29.7407,34.5172,29.38820,27.48420,24.05250,34.25170,32.37550,45.88330,50.17060,51.36220,46.37360,45.62110,52.63130,42.26990,44.77210,46.55530,44.16510,52.25020,50.01670,42.70540,52.80140,45.16540,44.71960,48.49610,46.19950,43.11630,48.95510,51.41990,45.08570,52.370200,49.167400,46.321000,51.981700,50.0435000,45.6457000,50.9043000,48.305500,42.4410000,41.4569000,44.1765000,42.1626000,upward

35.4279,29.9875,27.5962,30.4061,30.0577,27.9109,34.9207,33.1853,31.8093,28.1360,30.8986,28.05810,24.0617,32.0454,30.4678,27.2525,33.6391,27.3546,28.3758,34.4790,31.4145,29.08600,44.40480,41.90190,43.96820,45.72170,35.70390,40.77520,43.79200,35.88650,39.07690,40.07750,44.06370,45.44740,36.72810,36.39360,38.91270,38.08610,40.69740,37.68000,34.69850,42.41490,44.68320,34.80570,40.63020,43.24630,38.88440,36.75930,36.845300,36.741300,38.582600,40.544600,42.1615000,39.2373000,35.1024000,41.428900,36.7054000,38.0931000,36.4780000,38.7963000,upward

24.0228,24.7480,32.1244,29.9354,29.4396,32.2253,25.4905,30.2923,27.5191,26.4582,35.3776,28.53740,28.3372,28.1551,33.3681,26.8485,27.9032,35.6387,35.3592,35.1932,33.9267,42.98680,51.35310,51.68840,44.71600,47.00450,43.16270,41.75770,42.19430,41.54180,43.47330,49.97390,47.19000,43.12560,45.53160,46.33030,41.80430,50.15750,45.53710,49.96940,47.67800,43.29190,43.01100,51.35570,48.11200,46.09670,40.81800,43.80460,51.414500,50.834600,40.696000,44.413000,41.6464000,41.3787000,48.2090000,50.618300,50.2875000,50.4659000,46.8925000,41.0563000,upward

24.0092,35.4598,34.8025,29.8351,29.8050,31.5368,24.5358,35.5788,24.3121,34.6339,25.9863,27.03650,26.5250,25.6833,24.7311,27.7210,31.2012,35.1080,35.8289,28.4415,24.1326,32.32930,27.68360,30.71350,33.91600,30.66870,29.99490,31.24820,35.59170,35.00040,27.58440,35.14110,32.91870,31.06860,30.03890,34.95380,26.36010,43.82930,42.19370,46.22280,40.03110,49.18740,43.22220,46.94140,41.62080,47.86760,40.89880,48.52930,41.464000,45.073000,39.455700,44.947800,43.7195000,40.1057000,47.7618000,43.415800,39.5706000,38.9522000,43.0665000,48.3336000,upward

33.5767,25.8743,28.0093,31.3058,25.6077,32.5177,29.1514,32.7472,31.0517,34.0967,33.5965,31.74720,33.8246,24.4146,24.7352,33.3230,26.9660,30.1638,31.4039,27.3285,34.4323,28.99930,26.21100,24.23870,29.31700,33.93700,34.84140,35.58500,30.14690,28.58180,44.76680,49.24210,38.88660,47.05870,42.03140,43.95160,44.03640,48.94400,40.89380,44.73860,40.83580,39.09180,38.30710,47.42220,39.67020,46.96170,46.81700,42.50440,38.769100,42.316000,41.182400,38.427900,40.1667000,39.2420000,44.9064000,38.132700,49.3384000,44.6126000,45.6952000,47.5078000,upward

34.8447,30.1876,32.9132,28.9971,26.1468,29.7911,29.2707,30.5637,24.8284,25.5056,25.0389,27.42730,30.3356,30.4921,24.4528,26.1365,31.4413,35.1220,35.9115,32.8739,29.7687,28.16350,33.98400,30.56660,25.73110,43.60750,37.57670,41.23350,38.09890,40.15940,37.60200,35.47770,37.93070,39.97540,42.78020,34.47810,44.44740,36.97040,41.19640,38.14370,39.07860,41.10270,37.95350,40.55120,41.52910,41.60690,34.61360,38.96920,36.072900,43.104800,42.697200,36.987300,35.8732000,36.5962000,39.8575000,39.110600,40.5325000,38.0603000,36.0718000,40.2108000,upward

28.9736,34.1323,27.6649,31.9753,34.5363,27.6109,30.7609,29.9993,24.4755,27.7567,29.5513,31.83320,24.6647,33.2672,33.6362,33.7126,25.4384,33.7298,30.0275,32.7960,34.3875,27.22680,28.10590,32.18420,26.70460,32.41520,24.87770,32.33150,32.61900,26.27310,24.78470,27.27450,29.88470,33.50180,25.69180,30.12300,25.24300,34.04790,33.10080,45.92890,48.95670,55.09110,46.28330,52.65640,49.42740,53.97800,54.48370,44.33120,53.332800,46.271200,50.651000,49.096900,45.2496000,45.6968000,49.1245000,55.927600,52.5282000,53.5715000,54.5619000,55.1105000,upward

24.3055,30.4315,34.2447,30.2574,32.4303,35.6254,25.7781,35.6526,24.1072,24.9970,32.0212,33.89690,25.9514,31.6356,30.0463,27.1977,32.5228,26.2022,34.2678,30.6727,33.9608,34.07720,35.29710,34.67950,34.24180,27.94540,34.89760,27.79930,31.85410,29.38380,31.51440,35.73780,24.94230,28.75990,33.46620,42.21220,37.85590,37.74060,39.58360,41.44950,44.19080,45.72760,45.88330,43.28700,39.00710,41.13810,45.17490,48.81960,48.028600,46.288300,39.047500,46.211600,37.7182000,38.0130000,41.1623000,47.669400,46.5296000,42.7436000,46.2156000,45.6798000,upward

35.6361,35.2266,26.4512,25.9995,31.3716,33.6116,31.0205,35.3324,24.0536,24.9430,30.5574,25.90070,30.5912,28.7026,26.7435,34.9013,35.2847,26.9165,34.0695,34.8715,30.3757,30.52620,26.62490,28.64860,33.49300,34.57370,25.91910,34.08350,26.71820,28.02400,24.77890,31.08110,32.74020,25.52030,25.95650,45.26690,43.63860,45.67930,46.36750,47.08720,45.14900,42.63390,44.02090,37.45760,36.73450,44.62320,44.00510,42.61040,45.371600,44.781400,43.279900,40.297700,45.3995000,42.3269000,42.8330000,37.643400,39.3297000,36.2876000,43.9401000,41.7559000,upward

28.4533,32.3271,32.2422,29.5131,29.9824,35.5553,28.3684,32.1846,35.3978,31.3088,28.7287,33.48490,32.3678,25.7773,28.9520,34.0067,26.5929,33.5694,28.4643,32.0704,27.3013,32.48130,35.31400,28.80100,33.51940,24.24200,29.84470,24.30080,46.42230,38.51200,35.86070,37.73530,47.31210,36.24000,37.27630,38.24580,41.77990,46.06090,36.34250,39.14990,46.37900,41.56400,36.52720,46.76160,46.16890,37.51650,41.57390,44.09780,43.173900,36.244100,37.365900,40.774800,40.5585000,46.5167000,45.0724000,41.424400,42.6263000,42.9513000,39.8854000,44.3064000,upward

29.6713,32.0359,35.6100,34.3365,35.8678,26.1497,28.4356,30.3562,27.2330,32.0171,27.4431,29.78150,33.1518,33.0993,29.8436,35.7433,29.8535,29.5270,26.1805,25.5945,27.7526,24.25740,31.32490,33.90870,28.51830,27.02480,25.99550,34.60600,39.80240,39.89860,35.85110,34.25780,40.96870,42.62780,39.93020,36.76000,39.18370,37.42280,43.34790,38.30340,37.44710,39.42570,42.56460,38.16090,41.89520,36.41450,37.63620,43.71550,37.812800,44.222300,35.922400,42.787500,38.0526000,41.1923000,33.6339000,42.450800,40.2960000,43.7607000,43.2771000,42.3473000,upward

27.9542,24.5607,34.1419,31.0212,30.4197,35.8784,33.0931,29.2971,33.3975,35.8076,35.9798,33.13240,31.1509,30.9629,24.6555,25.6903,29.3067,24.7998,30.0286,25.0638,32.2052,26.98220,33.26680,27.19110,35.16490,35.98020,31.53980,32.74200,41.05960,42.88070,38.01720,40.50730,46.08720,41.89690,36.20310,43.91180,42.85750,40.05600,36.00700,38.17510,41.17820,46.88440,42.41760,46.01410,46.37180,36.57400,36.03680,37.04660,36.262300,36.572900,45.735100,42.249000,40.4673000,41.6317000,47.0346000,45.165500,47.1140000,36.4448000,40.0729000,44.3308000,upward

29.7848,26.0906,28.0273,31.4112,30.3591,34.5532,24.0925,27.3876,28.5473,25.0657,26.3719,35.19950,32.5401,29.5377,28.4019,29.0471,32.6877,31.2107,31.0627,28.1290,32.2272,24.40140,33.31530,35.68790,27.07470,34.50250,33.86240,29.50720,35.84720,35.44700,27.57560,28.29430,52.70140,50.86010,52.77520,53.90220,47.78430,50.79370,44.14810,49.50580,45.31920,51.58910,53.78360,43.97070,42.12800,53.83170,52.62240,43.93990,49.308600,45.455000,43.261300,52.181000,44.9336000,42.8713000,46.3654000,43.674000,47.2882000,47.2346000,52.8831000,44.2851000,upward

28.1088,29.5571,32.1706,30.0073,30.0584,35.4896,25.5860,32.8786,33.8558,29.3816,32.8775,29.64750,30.9786,29.8715,24.9280,33.2888,31.1582,24.2468,32.5481,27.4981,29.4011,26.76480,33.18230,25.30660,24.17520,46.08950,47.83300,48.27920,42.94830,49.85570,41.36630,45.12370,48.00340,47.57230,46.72480,42.38240,49.80830,44.89450,47.98390,42.59460,50.10320,38.60260,42.77490,46.83310,45.72590,44.04260,45.70060,39.94370,50.320900,49.545700,46.085800,40.584800,41.9979000,48.6152000,45.2827000,44.963600,49.3900000,41.9612000,40.0392000,48.1554000,upward

